match,opshtina,osnnovno_tip ,osnovno_ucilishte,language,uce_2019_2020,uce_2020_2021,uce_2021_2022,uce_2022_2023,uce_2023_2024,par_2019_2020,par_2020_2021,par_2021_2022,par_2022_2023,par_2023_2024,lat,long
Василево - ООУ АТАНАС НИВИЧАНСКИ Нова маала с.Доброшинци,Василево,ПУ,АТАНАС НИВИЧАНСКИ Нова маала с.Доброшинци,"македонски",350,420,390,40,34,40,40,40,50,4,41.481773,22.6175214
Василево - ООУ АТАНАС НИВИЧАНСКИ Нова маала с.Чанаклија,Василево,ПУ,АТАНАС НИВИЧАНСКИ Нова маала с.Чанаклија,"македонски",210,310,300,25,22,30,30,30,30,3,41.481773,22.6175214
Василево - ООУ ГОЦЕ ДЕЛЧЕВ  с.ВАСИЛЕВО,Василево,ЦУ,ГОЦЕ ДЕЛЧЕВ  с.ВАСИЛЕВО,"македонски",4370,4270,4320,444,444,290,290,290,290,29,41.481773,22.6175214
Василево - ООУ ГОЦЕ ДЕЛЧЕВ  с.ВАСИЛЕВО с.Ангелци,Василево,ПУ,ГОЦЕ ДЕЛЧЕВ  с.ВАСИЛЕВО с.Ангелци,"турски, македонски",1520,1570,1480,148,146,100,100,100,100,10,41.481773,22.6175214
Василево - ООУ ГОЦЕ ДЕЛЧЕВ  с.ВАСИЛЕВО с.Владевци,Василево,ПУ,ГОЦЕ ДЕЛЧЕВ  с.ВАСИЛЕВО с.Владевци,"македонски",260,250,170,14,13,30,30,30,30,3,41.481773,22.6175214
Василево - ООУ ГОЦЕ ДЕЛЧЕВ  с.ВАСИЛЕВО с.Дукатино,Василево,ПУ,ГОЦЕ ДЕЛЧЕВ  с.ВАСИЛЕВО с.Дукатино,"македонски",320,300,230,20,15,20,20,20,20,2,41.481773,22.6175214
Василево - ООУ ГОЦЕ ДЕЛЧЕВ  с.ВАСИЛЕВО с.Едрениково,Василево,ПУ,ГОЦЕ ДЕЛЧЕВ  с.ВАСИЛЕВО с.Едрениково,"македонски",100,70,70,4,4,20,20,20,20,2,41.481773,22.6175214
Василево - ООУ ГОЦЕ ДЕЛЧЕВ  с.ВАСИЛЕВО с.Радичево,Василево,ПУ,ГОЦЕ ДЕЛЧЕВ  с.ВАСИЛЕВО с.Радичево,"македонски",160,140,170,14,8,30,30,30,30,3,41.481773,22.6175214
Василево - ООУ ГОЦЕ ДЕЛЧЕВ  с.ВАСИЛЕВО с.Седларци,Василево,ПУ,ГОЦЕ ДЕЛЧЕВ  с.ВАСИЛЕВО с.Седларци,"македонски",140,100,100,8,3,20,20,20,20,2,41.481773,22.6175214
Василево - ООУ ГОЦЕ ДЕЛЧЕВ  с.ВАСИЛЕВО с.Сушево,Василево,ПУ,ГОЦЕ ДЕЛЧЕВ  с.ВАСИЛЕВО с.Сушево,"македонски",230,240,210,20,12,30,30,30,30,3,41.481773,22.6175214
Вевчани - ООУ СТРАШО ПИНЏУР с.ВЕВЧАНИ,Вевчани,ЦУ,СТРАШО ПИНЏУР с.ВЕВЧАНИ,"македонски",2040,1910,1800,179,167,180,180,180,180,18,41.481773,22.6175214
Велес - ООУ ВАСИЛ ГЛАВИНОВ с.Превалец објект 2,Велес,ПУ,ВАСИЛ ГЛАВИНОВ с.Превалец објект 2,"македонски",450,370,430,47,48,40,40,40,50,5,41.7721671,21.7085668
Велес - ООУ ВАСИЛ ГЛАВИНОВ с.Раштани,Велес,ПУ,ВАСИЛ ГЛАВИНОВ с.Раштани,"македонски",110,120,100,9,9,10,10,10,10,1,41.7721671,21.7085668
Велес - ООУ ЛИРИЈА с.Клуковец,Велес,ПУ,ЛИРИЈА с.Клуковец,"албански",510,430,390,36,30,30,40,50,50,5,41.7721671,21.7085668
Велес - ООУ ЛИРИЈА с.Сливник,Велес,ПУ,ЛИРИЈА с.Сливник,"албански",900,880,870,83,77,50,50,50,50,5,41.7721671,21.7085668
Велес - ООУ ПАНКО БРАШНАРОВ,Велес,ЦУ,ПАНКО БРАШНАРОВ,"македонски",6440,6720,6740,660,668,350,350,350,310,35,41.7721671,21.7085668
Велес - ООУ ПАНКО БРАШНАРОВ с.Башино село,Велес,ПУ,ПАНКО БРАШНАРОВ с.Башино село,"македонски",240,230,240,28,22,20,20,20,30,3,41.7721671,21.7085668
Велес - ООУ ПАНКО БРАШНАРОВ с.Караслари,Велес,ПУ,ПАНКО БРАШНАРОВ с.Караслари,"македонски",200,260,250,22,25,20,20,20,30,3,41.7721671,21.7085668
Велес - ООУ ПАНКО БРАШНАРОВ с.Чалошево,Велес,ПУ,ПАНКО БРАШНАРОВ с.Чалошево,"македонски",70,70,50,5,5,10,10,10,10,1,41.7721671,21.7085668
Велес - ООУ РАЈКО  ЖИНЗИФОВ  с.ДОЛНО  ОРИЗАРИ,Велес,ЦУ,РАЈКО  ЖИНЗИФОВ  с.ДОЛНО  ОРИЗАРИ,'босански',1700,1800,1830,182,181,90,90,90,90,9,41.7721671,21.7085668
Велес - ООУ Св. КИРИЛ И МЕТОДИЈ с.Црквино,Велес,ПУ,Св. КИРИЛ И МЕТОДИЈ с.Црквино,"македонски",320,250,260,23,22,20,20,30,30,3,41.7721671,21.7085668
Велес - ООУ СТОЈАН БУРЧЕВСКИ-БУРИДАН  с.ИВАНКОВЦИ,Велес,ЦУ,СТОЈАН БУРЧЕВСКИ-БУРИДАН  с.ИВАНКОВЦИ,"македонски",530,490,550,55,57,80,80,80,80,9,41.7721671,21.7085668
Велес - ООУ СТОЈАН БУРЧЕВСКИ-БУРИДАН  с.ИВАНКОВЦИ с. Сујаклари,Велес,ПУ,СТОЈАН БУРЧЕВСКИ-БУРИДАН  с.ИВАНКОВЦИ с. Сујаклари,"македонски",190,220,220,24,19,50,50,50,50,4,41.7721671,21.7085668
Велес - ООУ СТОЈАН БУРЧЕВСКИ-БУРИДАН  с.ИВАНКОВЦИ с.Мамутчево,Велес,ПУ,СТОЈАН БУРЧЕВСКИ-БУРИДАН  с.ИВАНКОВЦИ с.Мамутчево,"македонски",40,30,20,2,2,10,10,10,0,1,41.7721671,21.7085668
Велес - ООУ СТОЈАН БУРЧЕВСКИ-БУРИДАН  с.ИВАНКОВЦИ с.Отовица,Велес,ПУ,СТОЈАН БУРЧЕВСКИ-БУРИДАН  с.ИВАНКОВЦИ с.Отовица,"македонски",80,90,70,0,7,20,20,20,0,1,41.7721671,21.7085668
Виница - ООУ ГОЦЕ ДЕЛЧЕВ с.Истибања,Виница,ПУ,ГОЦЕ ДЕЛЧЕВ с.Истибања,"македонски",810,800,800,74,65,90,90,90,90,8,41.8681063,22.4796366
Виница - ООУ ГОЦЕ ДЕЛЧЕВ с.Јакимово,Виница,ПУ,ГОЦЕ ДЕЛЧЕВ с.Јакимово,"македонски",510,500,530,50,52,50,50,50,50,5,41.8681063,22.4796366
Виница - ООУ КОЧО РАЦИН с.БЛАТЕЦ,Виница,ЦУ,КОЧО РАЦИН с.БЛАТЕЦ,"македонски",570,580,570,63,57,90,90,90,90,9,41.8681063,22.4796366
Виница - ООУ КОЧО РАЦИН с.БЛАТЕЦ с.Лаки,Виница,ПУ,КОЧО РАЦИН с.БЛАТЕЦ с.Лаки,"македонски",0,20,0,0,2,0,10,0,0,1,41.8681063,22.4796366
Виница - ООУ КОЧО РАЦИН с.БЛАТЕЦ с.Липец,Виница,ПУ,КОЧО РАЦИН с.БЛАТЕЦ с.Липец,"македонски",80,90,100,8,4,20,10,20,20,2,41.8681063,22.4796366
Виница - ООУ НИКОЛА ПАРАПУНОВ  с.ДРАГОБРАШТЕ,Виница,ЦУ,НИКОЛА ПАРАПУНОВ  с.ДРАГОБРАШТЕ,"македонски",650,650,680,66,59,70,70,70,70,8,41.8681063,22.4796366
Виница - ООУ НИКОЛА ПАРАПУНОВ  с.ДРАГОБРАШТЕ с.Пекљани,Виница,ПУ,НИКОЛА ПАРАПУНОВ  с.ДРАГОБРАШТЕ с.Пекљани,"македонски",150,140,130,14,7,20,20,20,20,1,41.8681063,22.4796366
Виница - ООУ НИКОЛА ПАРАПУНОВ  с.ДРАГОБРАШТЕ с.Трсино,Виница,ПУ,НИКОЛА ПАРАПУНОВ  с.ДРАГОБРАШТЕ с.Трсино,"македонски",370,460,390,34,32,40,40,40,40,4,41.8681063,22.4796366
Виница - ООУ Посебни паралелки Блатец,Виница,посебни паралелки,Посебни паралелки Блатец,"македонски",30,0,0,0,0,20,0,0,0,0,41.8681063,22.4796366
Виница - ООУ СЛАВЧО СТОЈМЕНСКИ,Виница,ЦУ,СЛАВЧО СТОЈМЕНСКИ,"македонски",4700,4500,4450,405,407,250,220,240,240,29,41.8681063,22.4796366
Виница - ООУ СЛАВЧО СТОЈМЕНСКИ с.Градец,Виница,ПУ,СЛАВЧО СТОЈМЕНСКИ с.Градец,"македонски",520,500,460,42,25,90,90,90,90,5,41.8681063,22.4796366
Виница - ООУ СЛАВЧО СТОЈМЕНСКИ с.Лески,Виница,ПУ,СЛАВЧО СТОЈМЕНСКИ с.Лески,"македонски",390,320,330,26,18,30,30,30,30,2,41.8681063,22.4796366
Врапчиште - ООУ ВРАПЧИШТЕ (Чеде Филиповски)  с.ВРАПЧИШТЕ,Врапчиште,ЦУ,ВРАПЧИШТЕ (Чеде Филиповски)  с.ВРАПЧИШТЕ,"турски, албански, македонски",5370,5310,5260,496,474,410,410,410,410,41,41.8840468,20.8881205
Врапчиште - ООУ ВРАПЧИШТЕ (Чеде Филиповски)  с.ВРАПЧИШТЕ с.Врањовце,Врапчиште,ПУ,ВРАПЧИШТЕ (Чеде Филиповски)  с.ВРАПЧИШТЕ с.Врањовце,"албански",320,330,260,21,17,40,30,40,40,4,41.8840468,20.8881205
Врапчиште - ООУ ВРАПЧИШТЕ (Чеде Филиповски)  с.ВРАПЧИШТЕ с.Галате,Врапчиште,ПУ,ВРАПЧИШТЕ (Чеде Филиповски)  с.ВРАПЧИШТЕ с.Галате,"македонски",220,210,190,17,8,20,20,20,20,2,41.8840468,20.8881205
Врапчиште - ООУ ВРАПЧИШТЕ (Чеде Филиповски)  с.ВРАПЧИШТЕ с.Зубовце,Врапчиште,ПУ,ВРАПЧИШТЕ (Чеде Филиповски)  с.ВРАПЧИШТЕ с.Зубовце,"македонски",200,210,140,13,13,20,20,20,20,2,41.8840468,20.8881205
Врапчиште - ООУ МЕХМЕТ ДЕРАЛА  с.ГРАДЕЦ,Врапчиште,ЦУ,МЕХМЕТ ДЕРАЛА  с.ГРАДЕЦ,"албански",4610,4260,4170,389,364,270,270,270,270,27,41.8840468,20.8881205
Врапчиште - ООУ МЕХМЕТ ДЕРАЛА  с.ГРАДЕЦ с.Горјане,Врапчиште,ПУ,МЕХМЕТ ДЕРАЛА  с.ГРАДЕЦ с.Горјане,'',0,0,0,0,0,0,0,0,0,0,41.8840468,20.8881205
Врапчиште - ООУ НАИМ ФРАШЕРИ  с.Неготино,Врапчиште,ЦУ,НАИМ ФРАШЕРИ  с.Неготино,"албански",3790,3540,3490,317,303,270,270,270,270,27,41.8840468,20.8881205
Врапчиште - ООУ НАИМ ФРАШЕРИ  с.Неготино с.Ѓурѓевиште,Врапчиште,ПУ,НАИМ ФРАШЕРИ  с.Неготино с.Ѓурѓевиште,"албански",350,350,310,29,31,90,90,90,80,9,41.8840468,20.8881205
Врапчиште - ООУ НАИМ ФРАШЕРИ  с.Неготино с.Калиште,Врапчиште,ПУ,НАИМ ФРАШЕРИ  с.Неготино с.Калиште,"албански",810,760,760,62,56,90,90,90,90,9,41.8840468,20.8881205
Врапчиште - ООУ НАИМ ФРАШЕРИ  с.Неготино с.Ломница,Врапчиште,ПУ,НАИМ ФРАШЕРИ  с.Неготино с.Ломница,"албански",160,160,130,7,7,80,60,70,40,5,41.8840468,20.8881205
Врапчиште - ООУ НАИМ ФРАШЕРИ  с.Неготино с.Сенaкосe,Врапчиште,ПУ,НАИМ ФРАШЕРИ  с.Неготино с.Сенaкосe,"албански",2250,2020,2050,185,181,160,160,160,160,16,41.8840468,20.8881205
